# PCRE2 conformance known-failures — regenerated by `go run ./cmd/pcre2-bless`.
# Format: <ID>  # <bucket>: <reason>
# Each line is one (pattern, subject) outcome currently failing.
# Removing an ID and re-running the test will require the engine to PASS it.

testinput1:37  # MATCH_MISMATCH: got matched=false, want true
testinput1:9137  # PARSE_ERROR: Parse("(?:x|(?:(xx|yy)+|x|x|x|x|x)|a|a|a)bc"): parse "(?:x|(?:(xx|yy)+|x|x|x|x|x)|a|a|a)bc": syntax error at col 2: unexpected token near "?"
testinput1:9141  # PARSE_ERROR: Parse("\\A(?:[^\\\"]++|\\\"(?:[^\\\"]*+|\\\"\\\")*+\\\")++"): parse "\\A(?:[^\\\"]++|\\\"(?:[^\\\"]*+|\\\"\\\")*+\\\")++": syntax error at col 4: unexpected tok…
testinput1:9145  # PARSE_ERROR: Parse("\\A(?:[^\\\"]++|\\\"(?:[^\\\"]++|\\\"\\\")*+\\\")++"): parse "\\A(?:[^\\\"]++|\\\"(?:[^\\\"]++|\\\"\\\")*+\\\")++": syntax error at col 4: unexpected tok…
testinput1:9149  # PARSE_ERROR: Parse("\\A(?:[^\\\"]++|\\\"(?:[^\\\"]++|\\\"\\\")++\\\")++"): parse "\\A(?:[^\\\"]++|\\\"(?:[^\\\"]++|\\\"\\\")++\\\")++": syntax error at col 4: unexpected tok…
testinput1:9153  # PARSE_ERROR: Parse("\\A([^\\\"1]++|[\\\"2]([^\\\"3]*+|[\\\"4][\\\"5])*+[\\\"6])++"): parse "\\A([^\\\"1]++|[\\\"2]([^\\\"3]*+|[\\\"4][\\\"5])*+[\\\"6])++": compile: unrecogn…
testinput1:9159  # PARSE_ERROR: Parse("^\\w+(?>\\s*)(?<=\\w)"): parse "^\\w+(?>\\s*)(?<=\\w)": syntax error at col 6: unexpected token near "?"
testinput1:9192  # PARSE_ERROR: Parse("(?P<Name>a)?(?P<Name2>b)?(?(<Name>)c|d)*l"): parse "(?P<Name>a)?(?P<Name2>b)?(?(<Name>)c|d)*l": syntax error at col 2: unexpected token near "?"
testinput1:9195  # PARSE_ERROR: Parse("(?P<Name>a)?(?P<Name2>b)?(?(<Name>)c|d)*l"): parse "(?P<Name>a)?(?P<Name2>b)?(?(<Name>)c|d)*l": syntax error at col 2: unexpected token near "?"
testinput1:9199  # PARSE_ERROR: Parse("(?P<Name>a)?(?P<Name2>b)?(?(<Name>)c|d)*l"): parse "(?P<Name>a)?(?P<Name2>b)?(?(<Name>)c|d)*l": syntax error at col 2: unexpected token near "?"
testinput1:9201  # PARSE_ERROR: Parse("(?P<Name>a)?(?P<Name2>b)?(?(<Name>)c|d)*l"): parse "(?P<Name>a)?(?P<Name2>b)?(?(<Name>)c|d)*l": syntax error at col 2: unexpected token near "?"
testinput1:9209  # PARSE_ERROR: Parse("[\\Qa]\\E]+"): parse "[\\Qa]\\E]+": syntax error at col 8: unexpected token near "]"
testinput1:9213  # PARSE_ERROR: Parse("[\\Q]a\\E]+"): parse "[\\Q]a\\E]+": syntax error at col 8: unexpected token near "]"
testinput1:9248  # PARSE_ERROR: Parse("(|ab)*?d"): parse "(|ab)*?d": syntax error at col 2: unexpected token near "|"
testinput1:9251  # PARSE_ERROR: Parse("(|ab)*?d"): parse "(|ab)*?d": syntax error at col 2: unexpected token near "|"
testinput1:9255  # PARSE_ERROR: Parse("(?:((abcd))|(((?:(?:(?:(?:abc|(?:abcdef))))b)abcdefghi)abc)|((*ACCEPT)))"): parse "(?:((abcd))|(((?:(?:(?:(?:abc|(?:abcdef))))b)abcdefghi)abc)|((*ACCEPT)…
testinput1:9264  # MATCH_MISMATCH: got matched=false, want true
testinput1:9274  # PARSE_ERROR: Parse("(?1)(?#?'){8}(a)"): parse "(?1)(?#?'){8}(a)": syntax error at col 2: unexpected token near "?"
testinput1:9279  # MATCH_MISMATCH: got matched=false, want true
testinput1:9301  # PARSE_ERROR: Parse("(?1)()((((((\\1++))\\x85)+)|))"): parse "(?1)()((((((\\1++))\\x85)+)|))": syntax error at col 2: unexpected token near "?"
testinput1:9314  # PARSE_ERROR: Parse("(?|(\\k'Pm')|(?'Pm'))"): parse "(?|(\\k'Pm')|(?'Pm'))": syntax error at col 2: unexpected token near "?"
testinput1:9319  # PARSE_ERROR: Parse("(?|(aaa)|(b))\\g{1}"): parse "(?|(aaa)|(b))\\g{1}": syntax error at col 2: unexpected token near "?"
testinput1:9322  # PARSE_ERROR: Parse("(?|(aaa)|(b))\\g{1}"): parse "(?|(aaa)|(b))\\g{1}": syntax error at col 2: unexpected token near "?"
testinput1:9327  # PARSE_ERROR: Parse("(?|(aaa)|(b))(?1)"): parse "(?|(aaa)|(b))(?1)": syntax error at col 2: unexpected token near "?"
testinput1:9330  # PARSE_ERROR: Parse("(?|(aaa)|(b))(?1)"): parse "(?|(aaa)|(b))(?1)": syntax error at col 2: unexpected token near "?"
testinput1:9334  # PARSE_ERROR: Parse("(?|(aaa)|(b))(?1)"): parse "(?|(aaa)|(b))(?1)": syntax error at col 2: unexpected token near "?"
testinput1:9338  # PARSE_ERROR: Parse("(?|(aaa)|(b))"): parse "(?|(aaa)|(b))": syntax error at col 2: unexpected token near "?"
testinput1:9341  # PARSE_ERROR: Parse("(?|(aaa)|(b))"): parse "(?|(aaa)|(b))": syntax error at col 2: unexpected token near "?"
testinput1:9346  # PARSE_ERROR: Parse("(?|(?'a'aaa)|(?'a'b))\\k'a'"): parse "(?|(?'a'aaa)|(?'a'b))\\k'a'": syntax error at col 2: unexpected token near "?"
testinput1:9349  # PARSE_ERROR: Parse("(?|(?'a'aaa)|(?'a'b))\\k'a'"): parse "(?|(?'a'aaa)|(?'a'b))\\k'a'": syntax error at col 2: unexpected token near "?"
testinput1:9372  # PARSE_ERROR: Parse("(?<=a(B){0}c)X"): parse "(?<=a(B){0}c)X": syntax error at col 2: unexpected token near "?"
testinput1:9392  # PARSE_ERROR: Parse("(?s)(?=.*?)b"): parse "(?s)(?=.*?)b": syntax error at col 2: unexpected token near "?"
testinput1:9404  # PARSE_ERROR: Parse("a+(?:|b)a"): parse "a+(?:|b)a": syntax error at col 4: unexpected token near "?"
testinput1:9462  # PARSE_ERROR: Parse("(?>ab|abab){1,5}?M"): parse "(?>ab|abab){1,5}?M": syntax error at col 2: unexpected token near "?"
testinput1:9466  # PARSE_ERROR: Parse("(?>ab|abab){2}?M"): parse "(?>ab|abab){2}?M": syntax error at col 2: unexpected token near "?"
testinput1:9470  # PARSE_ERROR: Parse("((?(?=(a))a)+k)"): parse "((?(?=(a))a)+k)": syntax error at col 3: unexpected token near "?"
testinput1:9476  # PARSE_ERROR: Parse("((?(?=(a))a|)+k)"): parse "((?(?=(a))a|)+k)": syntax error at col 3: unexpected token near "?"
testinput1:9482  # PARSE_ERROR: Parse("(?(?!(b))a|b)+k"): parse "(?(?!(b))a|b)+k": syntax error at col 2: unexpected token near "?"
testinput1:9487  # PARSE_ERROR: Parse("(?!(b))c|b"): parse "(?!(b))c|b": syntax error at col 2: unexpected token near "?"
testinput1:9489  # PARSE_ERROR: Parse("(?!(b))c|b"): parse "(?!(b))c|b": syntax error at col 2: unexpected token near "?"
testinput1:9493  # PARSE_ERROR: Parse("(?=(b))b|c"): parse "(?=(b))b|c": syntax error at col 2: unexpected token near "?"
testinput1:9496  # PARSE_ERROR: Parse("(?=(b))b|c"): parse "(?=(b))b|c": syntax error at col 2: unexpected token near "?"
testinput1:9500  # PARSE_ERROR: Parse("^(.|(.)(?1)\\2)$"): parse "^(.|(.)(?1)\\2)$": syntax error at col 9: unexpected token near "?"
testinput1:9503  # PARSE_ERROR: Parse("^(.|(.)(?1)\\2)$"): parse "^(.|(.)(?1)\\2)$": syntax error at col 9: unexpected token near "?"
testinput1:9507  # PARSE_ERROR: Parse("^(.|(.)(?1)\\2)$"): parse "^(.|(.)(?1)\\2)$": syntax error at col 9: unexpected token near "?"
testinput1:9511  # PARSE_ERROR: Parse("^(.|(.)(?1)\\2)$"): parse "^(.|(.)(?1)\\2)$": syntax error at col 9: unexpected token near "?"
testinput1:9515  # PARSE_ERROR: Parse("^(.|(.)(?1)\\2)$"): parse "^(.|(.)(?1)\\2)$": syntax error at col 9: unexpected token near "?"
testinput1:9521  # PARSE_ERROR: Parse("^((.)(?1)\\2|.?)$"): parse "^((.)(?1)\\2|.?)$": syntax error at col 7: unexpected token near "?"
testinput1:9524  # PARSE_ERROR: Parse("^((.)(?1)\\2|.?)$"): parse "^((.)(?1)\\2|.?)$": syntax error at col 7: unexpected token near "?"
testinput1:9528  # PARSE_ERROR: Parse("^((.)(?1)\\2|.?)$"): parse "^((.)(?1)\\2|.?)$": syntax error at col 7: unexpected token near "?"
testinput1:9532  # PARSE_ERROR: Parse("^((.)(?1)\\2|.?)$"): parse "^((.)(?1)\\2|.?)$": syntax error at col 7: unexpected token near "?"
testinput1:9536  # PARSE_ERROR: Parse("^((.)(?1)\\2|.?)$"): parse "^((.)(?1)\\2|.?)$": syntax error at col 7: unexpected token near "?"
testinput1:9540  # PARSE_ERROR: Parse("^((.)(?1)\\2|.?)$"): parse "^((.)(?1)\\2|.?)$": syntax error at col 7: unexpected token near "?"
testinput1:9544  # PARSE_ERROR: Parse("^((.)(?1)\\2|.?)$"): parse "^((.)(?1)\\2|.?)$": syntax error at col 7: unexpected token near "?"
testinput1:9548  # PARSE_ERROR: Parse("^((.)(?1)\\2|.?)$"): parse "^((.)(?1)\\2|.?)$": syntax error at col 7: unexpected token near "?"
testinput1:9554  # PARSE_ERROR: Parse("^(.)(\\1|a(?2))"): parse "^(.)(\\1|a(?2))": syntax error at col 11: unexpected token near "?"
testinput1:9560  # PARSE_ERROR: Parse("^(.|(.)(?1)?\\2)$"): parse "^(.|(.)(?1)?\\2)$": syntax error at col 9: unexpected token near "?"
testinput1:9566  # PARSE_ERROR: Parse("^(?(?=(a))abc|def)"): parse "^(?(?=(a))abc|def)": syntax error at col 3: unexpected token near "?"
testinput1:9571  # PARSE_ERROR: Parse("^(?(?!(a))def|abc)"): parse "^(?(?!(a))def|abc)": syntax error at col 3: unexpected token near "?"
testinput1:9576  # PARSE_ERROR: Parse("^(?(?=(a)(*ACCEPT))abc|def)"): parse "^(?(?=(a)(*ACCEPT))abc|def)": syntax error at col 3: unexpected token near "?"
testinput1:9581  # PARSE_ERROR: Parse("^(?(?!(a)(*ACCEPT))def|abc)"): parse "^(?(?!(a)(*ACCEPT))def|abc)": syntax error at col 3: unexpected token near "?"
testinput1:9875  # PARSE_ERROR: Parse("<(?xxx:[a b])>"): parse "<(?xxx:[a b])>": syntax error at col 3: unexpected token near "?"
testinput1:9883  # PARSE_ERROR: Parse("[[:digit:]-]+"): parse "[[:digit:]-]+": syntax error at col 12: unexpected token near "]"
testinput1:9888  # PARSE_ERROR: Parse("((?<=((*ACCEPT)) )\\1?\\b) "): parse "((?<=((*ACCEPT)) )\\1?\\b) ": syntax error at col 3: unexpected token near "?"
testinput1:9892  # PARSE_ERROR: Parse("((?<=((*ACCEPT))X)\\1?Y)\\1"): parse "((?<=((*ACCEPT))X)\\1?Y)\\1": syntax error at col 3: unexpected token near "?"
testinput1:9898  # PARSE_ERROR: Parse("((?<=((*ACCEPT))X)\\1?Y(*ACCEPT))\\1"): parse "((?<=((*ACCEPT))X)\\1?Y(*ACCEPT))\\1": syntax error at col 3: unexpected token near "?"
testinput1:9904  # PARSE_ERROR: Parse("(?(DEFINE)(?<optional_a>a?)X)^(?&optional_a)a$"): parse "(?(DEFINE)(?<optional_a>a?)X)^(?&optional_a)a$": syntax error at col 2: unexpected token near "?…
testinput1:9906  # PARSE_ERROR: Parse("(?(DEFINE)(?<optional_a>a?)X)^(?&optional_a)a$"): parse "(?(DEFINE)(?<optional_a>a?)X)^(?&optional_a)a$": syntax error at col 2: unexpected token near "?…
testinput1:9910  # PARSE_ERROR: Parse("^(a?)b(?1)a"): parse "^(a?)b(?1)a": syntax error at col 8: unexpected token near "?"
testinput1:9913  # PARSE_ERROR: Parse("^(a?)b(?1)a"): parse "^(a?)b(?1)a": syntax error at col 8: unexpected token near "?"
testinput1:9916  # PARSE_ERROR: Parse("^(a?)b(?1)a"): parse "^(a?)b(?1)a": syntax error at col 8: unexpected token near "?"
testinput1:9919  # PARSE_ERROR: Parse("^(a?)b(?1)a"): parse "^(a?)b(?1)a": syntax error at col 8: unexpected token near "?"
testinput1:9924  # PARSE_ERROR: Parse("^(a?)+b(?1)a"): parse "^(a?)+b(?1)a": syntax error at col 9: unexpected token near "?"
testinput1:9927  # PARSE_ERROR: Parse("^(a?)+b(?1)a"): parse "^(a?)+b(?1)a": syntax error at col 9: unexpected token near "?"
testinput1:9930  # PARSE_ERROR: Parse("^(a?)+b(?1)a"): parse "^(a?)+b(?1)a": syntax error at col 9: unexpected token near "?"
testinput1:9933  # PARSE_ERROR: Parse("^(a?)+b(?1)a"): parse "^(a?)+b(?1)a": syntax error at col 9: unexpected token near "?"
testinput1:9938  # PARSE_ERROR: Parse("^(a?)++b(?1)a"): parse "^(a?)++b(?1)a": syntax error at col 10: unexpected token near "?"
testinput1:9941  # PARSE_ERROR: Parse("^(a?)++b(?1)a"): parse "^(a?)++b(?1)a": syntax error at col 10: unexpected token near "?"
testinput1:9944  # PARSE_ERROR: Parse("^(a?)++b(?1)a"): parse "^(a?)++b(?1)a": syntax error at col 10: unexpected token near "?"
testinput1:9947  # PARSE_ERROR: Parse("^(a?)++b(?1)a"): parse "^(a?)++b(?1)a": syntax error at col 10: unexpected token near "?"
testinput1:9952  # MATCH_MISMATCH: got matched=false, want true
testinput1:9955  # MATCH_MISMATCH: got matched=false, want true
testinput1:9958  # MATCH_MISMATCH: got matched=false, want true
testinput1:9963  # PARSE_ERROR: Parse("(?=a+)a(a+)++b"): parse "(?=a+)a(a+)++b": syntax error at col 2: unexpected token near "?"
testinput1:9987  # PARSE_ERROR: Parse("a(?=.(*:X))(*SKIP:X)(*F)|(.)"): parse "a(?=.(*:X))(*SKIP:X)(*F)|(.)": syntax error at col 3: unexpected token near "?"
testinput1:9992  # PARSE_ERROR: Parse("a(?>(*:X))(*SKIP:X)(*F)|(.)"): parse "a(?>(*:X))(*SKIP:X)(*F)|(.)": syntax error at col 3: unexpected token near "?"
testinput1:9997  # PARSE_ERROR: Parse("a(?:(*:X))(*SKIP:X)(*F)|(.)"): parse "a(?:(*:X))(*SKIP:X)(*F)|(.)": syntax error at col 3: unexpected token near "?"
testinput1:10004  # PARSE_ERROR: Parse("(?>a(*:1))(?>b(*:1))(*SKIP:1)x|.*"): parse "(?>a(*:1))(?>b(*:1))(*SKIP:1)x|.*": syntax error at col 2: unexpected token near "?"
testinput1:10008  # PARSE_ERROR: Parse("(?>a(*:1))(?>b)(*SKIP:1)x|.*"): parse "(?>a(*:1))(?>b)(*SKIP:1)x|.*": syntax error at col 2: unexpected token near "?"
testinput1:10014  # PARSE_ERROR: Parse("a(*ACCEPT:X)b"): parse "a(*ACCEPT:X)b": syntax error at col 3: unexpected token near "*"
testinput1:10019  # PARSE_ERROR: Parse("(?=a(*ACCEPT:QQ)bc)axyz"): parse "(?=a(*ACCEPT:QQ)bc)axyz": syntax error at col 2: unexpected token near "?"
testinput1:10024  # PARSE_ERROR: Parse("(?(DEFINE)(a(*ACCEPT:X)))(?1)b"): parse "(?(DEFINE)(a(*ACCEPT:X)))(?1)b": syntax error at col 2: unexpected token near "?"
testinput1:10029  # PARSE_ERROR: Parse("a(*F:X)b"): parse "a(*F:X)b": syntax error at col 3: unexpected token near "*"
testinput1:10033  # PARSE_ERROR: Parse("(?(DEFINE)(a(*F:X)))(?1)b"): parse "(?(DEFINE)(a(*F:X)))(?1)b": syntax error at col 2: unexpected token near "?"
testinput1:10037  # PARSE_ERROR: Parse("a(*COMMIT:X)b"): parse "a(*COMMIT:X)b": syntax error at col 3: unexpected token near "*"
testinput1:10042  # PARSE_ERROR: Parse("(?(DEFINE)(a(*COMMIT:X)))(?1)b"): parse "(?(DEFINE)(a(*COMMIT:X)))(?1)b": syntax error at col 2: unexpected token near "?"
testinput1:10047  # PARSE_ERROR: Parse("a+(*:Z)b(*COMMIT:X)(*SKIP:Z)c|.*"): parse "a+(*:Z)b(*COMMIT:X)(*SKIP:Z)c|.*": syntax error at col 4: unexpected token near "*"
testinput1:10051  # PARSE_ERROR: Parse("a+(*:Z)b(*COMMIT:X)(*SKIP:X)c|.*"): parse "a+(*:Z)b(*COMMIT:X)(*SKIP:X)c|.*": syntax error at col 4: unexpected token near "*"
testinput1:10055  # PARSE_ERROR: Parse("a(*COMMIT:X)b"): parse "a(*COMMIT:X)b": syntax error at col 3: unexpected token near "*"
testinput1:10068  # PARSE_ERROR: Parse("(?i)A(?^)B(?^x:C D)(?^i)e f"): parse "(?i)A(?^)B(?^x:C D)(?^i)e f": syntax error at col 2: unexpected token near "?"
testinput1:10071  # PARSE_ERROR: Parse("(?i)A(?^)B(?^x:C D)(?^i)e f"): parse "(?i)A(?^)B(?^x:C D)(?^i)e f": syntax error at col 2: unexpected token near "?"
testinput1:10073  # PARSE_ERROR: Parse("(?i)A(?^)B(?^x:C D)(?^i)e f"): parse "(?i)A(?^)B(?^x:C D)(?^i)e f": syntax error at col 2: unexpected token near "?"
testinput1:10077  # PARSE_ERROR: Parse("(*pla:foo).{6}"): parse "(*pla:foo).{6}": syntax error at col 2: unexpected token near "*"
testinput1:10080  # PARSE_ERROR: Parse("(*pla:foo).{6}"): parse "(*pla:foo).{6}": syntax error at col 2: unexpected token near "*"
testinput1:10084  # PARSE_ERROR: Parse("(*positive_lookahead:foo).{6}"): parse "(*positive_lookahead:foo).{6}": syntax error at col 2: unexpected token near "*"
testinput1:10088  # PARSE_ERROR: Parse("(?(*pla:foo).{6}|a..)"): parse "(?(*pla:foo).{6}|a..)": syntax error at col 2: unexpected token near "?"
testinput1:10090  # PARSE_ERROR: Parse("(?(*pla:foo).{6}|a..)"): parse "(?(*pla:foo).{6}|a..)": syntax error at col 2: unexpected token near "?"
testinput1:10094  # PARSE_ERROR: Parse("(?(*positive_lookahead:foo).{6}|a..)"): parse "(?(*positive_lookahead:foo).{6}|a..)": syntax error at col 2: unexpected token near "?"
testinput1:10096  # PARSE_ERROR: Parse("(?(*positive_lookahead:foo).{6}|a..)"): parse "(?(*positive_lookahead:foo).{6}|a..)": syntax error at col 2: unexpected token near "?"
testinput1:10100  # PARSE_ERROR: Parse("(*plb:foo)bar"): parse "(*plb:foo)bar": syntax error at col 2: unexpected token near "*"
testinput1:10103  # PARSE_ERROR: Parse("(*plb:foo)bar"): parse "(*plb:foo)bar": syntax error at col 2: unexpected token near "*"
testinput1:10107  # PARSE_ERROR: Parse("(*positive_lookbehind:foo)bar"): parse "(*positive_lookbehind:foo)bar": syntax error at col 2: unexpected token near "*"
testinput1:10110  # PARSE_ERROR: Parse("(*positive_lookbehind:foo)bar"): parse "(*positive_lookbehind:foo)bar": syntax error at col 2: unexpected token near "*"
testinput1:10114  # PARSE_ERROR: Parse("(?(*plb:foo)bar|baz)"): parse "(?(*plb:foo)bar|baz)": syntax error at col 2: unexpected token near "?"
testinput1:10116  # PARSE_ERROR: Parse("(?(*plb:foo)bar|baz)"): parse "(?(*plb:foo)bar|baz)": syntax error at col 2: unexpected token near "?"
testinput1:10118  # PARSE_ERROR: Parse("(?(*plb:foo)bar|baz)"): parse "(?(*plb:foo)bar|baz)": syntax error at col 2: unexpected token near "?"
testinput1:10120  # PARSE_ERROR: Parse("(?(*plb:foo)bar|baz)"): parse "(?(*plb:foo)bar|baz)": syntax error at col 2: unexpected token near "?"
testinput1:10124  # PARSE_ERROR: Parse("(?(*positive_lookbehind:foo)bar|baz)"): parse "(?(*positive_lookbehind:foo)bar|baz)": syntax error at col 2: unexpected token near "?"
testinput1:10126  # PARSE_ERROR: Parse("(?(*positive_lookbehind:foo)bar|baz)"): parse "(?(*positive_lookbehind:foo)bar|baz)": syntax error at col 2: unexpected token near "?"
testinput1:10128  # PARSE_ERROR: Parse("(?(*positive_lookbehind:foo)bar|baz)"): parse "(?(*positive_lookbehind:foo)bar|baz)": syntax error at col 2: unexpected token near "?"
testinput1:10130  # PARSE_ERROR: Parse("(?(*positive_lookbehind:foo)bar|baz)"): parse "(?(*positive_lookbehind:foo)bar|baz)": syntax error at col 2: unexpected token near "?"
testinput1:10134  # PARSE_ERROR: Parse("(*nlb:foo)bar"): parse "(*nlb:foo)bar": syntax error at col 2: unexpected token near "*"
testinput1:10137  # PARSE_ERROR: Parse("(*nlb:foo)bar"): parse "(*nlb:foo)bar": syntax error at col 2: unexpected token near "*"
testinput1:10141  # PARSE_ERROR: Parse("(*negative_lookbehind:foo)bar"): parse "(*negative_lookbehind:foo)bar": syntax error at col 2: unexpected token near "*"
testinput1:10144  # PARSE_ERROR: Parse("(*negative_lookbehind:foo)bar"): parse "(*negative_lookbehind:foo)bar": syntax error at col 2: unexpected token near "*"
testinput1:10148  # PARSE_ERROR: Parse("(?(*nlb:foo)bar|baz)"): parse "(?(*nlb:foo)bar|baz)": syntax error at col 2: unexpected token near "?"
testinput1:10150  # PARSE_ERROR: Parse("(?(*nlb:foo)bar|baz)"): parse "(?(*nlb:foo)bar|baz)": syntax error at col 2: unexpected token near "?"
testinput1:10153  # PARSE_ERROR: Parse("(?(*nlb:foo)bar|baz)"): parse "(?(*nlb:foo)bar|baz)": syntax error at col 2: unexpected token near "?"
testinput1:10157  # PARSE_ERROR: Parse("(?(*negative_lookbehind:foo)bar|baz)"): parse "(?(*negative_lookbehind:foo)bar|baz)": syntax error at col 2: unexpected token near "?"
testinput1:10159  # PARSE_ERROR: Parse("(?(*negative_lookbehind:foo)bar|baz)"): parse "(?(*negative_lookbehind:foo)bar|baz)": syntax error at col 2: unexpected token near "?"
testinput1:10162  # PARSE_ERROR: Parse("(?(*negative_lookbehind:foo)bar|baz)"): parse "(?(*negative_lookbehind:foo)bar|baz)": syntax error at col 2: unexpected token near "?"
testinput1:10166  # PARSE_ERROR: Parse("(*atomic:a+)\\w"): parse "(*atomic:a+)\\w": syntax error at col 2: unexpected token near "*"
testinput1:10169  # PARSE_ERROR: Parse("(*atomic:a+)\\w"): parse "(*atomic:a+)\\w": syntax error at col 2: unexpected token near "*"
testinput1:10212  # PARSE_ERROR: Parse("(?:a|ab){1}+c"): parse "(?:a|ab){1}+c": syntax error at col 2: unexpected token near "?"
testinput1:10216  # PARSE_ERROR: Parse("(a|ab){1}+c"): parse "(a|ab){1}+c": compile: unrecognized quantifier shape: q_min,q_1m
testinput1:10221  # PARSE_ERROR: Parse("(a+){1}+a"): parse "(a+){1}+a": compile: unrecognized quantifier shape: q_min,q_1m
testinput1:10225  # PARSE_ERROR: Parse("(?(DEFINE)(a|ab))(?1){1}+c"): parse "(?(DEFINE)(a|ab))(?1){1}+c": syntax error at col 2: unexpected token near "?"
testinput1:10229  # PARSE_ERROR: Parse("(?:a|(?=b)|.)*\\z"): parse "(?:a|(?=b)|.)*\\z": syntax error at col 2: unexpected token near "?"
testinput1:10233  # PARSE_ERROR: Parse("(?:a|(?=b)|.)*"): parse "(?:a|(?=b)|.)*": syntax error at col 2: unexpected token near "?"
testinput1:10237  # PARSE_ERROR: Parse("(?<=a(*SKIP)x)|c"): parse "(?<=a(*SKIP)x)|c": syntax error at col 2: unexpected token near "?"
testinput1:10241  # PARSE_ERROR: Parse("(?<=a(*SKIP)x)|d"): parse "(?<=a(*SKIP)x)|d": syntax error at col 2: unexpected token near "?"
testinput1:10250  # PARSE_ERROR: Parse("(?<=(?=(?<=a)))b"): parse "(?<=(?=(?<=a)))b": syntax error at col 2: unexpected token near "?"
testinput1:10254  # PARSE_ERROR: Parse("^(?<A>a)(?(<A>)b)((?<=b).*)$"): parse "^(?<A>a)(?(<A>)b)((?<=b).*)$": syntax error at col 3: unexpected token near "?"
testinput1:10260  # MATCH_MISMATCH: got matched=false, want true
testinput1:10263  # MATCH_MISMATCH: got matched=false, want true
testinput1:10268  # MATCH_MISMATCH: got matched=false, want true
testinput1:10293  # PARSE_ERROR: Parse("(?<=X(?(DEFINE)(A)))X(*F)"): parse "(?<=X(?(DEFINE)(A)))X(*F)": syntax error at col 2: unexpected token near "?"
testinput1:10297  # PARSE_ERROR: Parse("(?<=X(?(DEFINE)(A)))."): parse "(?<=X(?(DEFINE)(A))).": syntax error at col 2: unexpected token near "?"
testinput1:10301  # PARSE_ERROR: Parse("(?<=X(?(DEFINE)(.*))Y)."): parse "(?<=X(?(DEFINE)(.*))Y).": syntax error at col 2: unexpected token near "?"
testinput1:10305  # PARSE_ERROR: Parse("(?<=X(?(DEFINE)(Y))(?1))."): parse "(?<=X(?(DEFINE)(Y))(?1)).": syntax error at col 2: unexpected token near "?"
testinput1:10309  # PARSE_ERROR: Parse("(?(DEFINE)(?<foo>bar))(?<![-a-z0-9])word"): parse "(?(DEFINE)(?<foo>bar))(?<![-a-z0-9])word": syntax error at col 2: unexpected token near "?"
testinput1:10313  # PARSE_ERROR: Parse("a{1,2,3}b"): parse "a{1,2,3}b": syntax error at col 6: unexpected token near ","
testinput1:10324  # MATCH_MISMATCH: got matched=false, want true
testinput1:10329  # MATCH_MISMATCH: got matched=false, want true
testinput1:10334  # MATCH_MISMATCH: got matched=false, want true
testinput1:10340  # PARSE_ERROR: Parse("a{65536"): parse "a{65536": syntax error at col 1: unexpected token near ""
testinput1:10344  # PARSE_ERROR: Parse("a\\K.(?0)*"): parse "a\\K.(?0)*": syntax error at col 6: unexpected token near "?"
testinput1:10348  # PARSE_ERROR: Parse("(a\\K.(?1)*)"): parse "(a\\K.(?1)*)": syntax error at col 7: unexpected token near "?"
testinput1:10398  # PARSE_ERROR: Parse("(?(?<=ab?c)d|e)"): parse "(?(?<=ab?c)d|e)": syntax error at col 2: unexpected token near "?"
testinput1:10400  # PARSE_ERROR: Parse("(?(?<=ab?c)d|e)"): parse "(?(?<=ab?c)d|e)": syntax error at col 2: unexpected token near "?"
testinput1:10402  # PARSE_ERROR: Parse("(?(?<=ab?c)d|e)"): parse "(?(?<=ab?c)d|e)": syntax error at col 2: unexpected token near "?"
testinput1:10406  # PARSE_ERROR: Parse("(?<=\\d{2,3}|ABC)."): parse "(?<=\\d{2,3}|ABC).": syntax error at col 2: unexpected token near "?"
testinput1:10410  # PARSE_ERROR: Parse("(?<=(\\d{1,255}))X"): parse "(?<=(\\d{1,255}))X": syntax error at col 2: unexpected token near "?"
testinput1:10415  # PARSE_ERROR: Parse("(?<=a(b?c){3}d)X"): parse "(?<=a(b?c){3}d)X": syntax error at col 2: unexpected token near "?"
testinput1:10420  # PARSE_ERROR: Parse("(?<=a(b?c){0}d)X"): parse "(?<=a(b?c){0}d)X": syntax error at col 2: unexpected token near "?"
testinput1:10424  # PARSE_ERROR: Parse("(?<=a?(b?c){0}d)X."): parse "(?<=a?(b?c){0}d)X.": syntax error at col 2: unexpected token near "?"
testinput1:10454  # PARSE_ERROR: Parse("a{,}B"): parse "a{,}B": syntax error at col 3: unexpected token near ",}"
testinput1:10457  # PARSE_ERROR: Parse("a{,}B"): parse "a{,}B": syntax error at col 3: unexpected token near ",}"
testinput1:10459  # PARSE_ERROR: Parse("a{,}B"): parse "a{,}B": syntax error at col 3: unexpected token near ",}"
testinput1:10465  # PARSE_ERROR: Parse("X{"): parse "X{": syntax error at col 1: unexpected token near ""
testinput1:10469  # PARSE_ERROR: Parse("X{A"): parse "X{A": syntax error at col 3: unexpected token near "A"
testinput1:10473  # PARSE_ERROR: Parse("X{}"): parse "X{}": syntax error at col 3: unexpected token near "}"
testinput1:10477  # PARSE_ERROR: Parse("X{1234"): parse "X{1234": syntax error at col 1: unexpected token near ""
testinput1:10485  # PARSE_ERROR: Parse("X{1,"): parse "X{1,": syntax error at col 1: unexpected token near ""
